ID	altID	Group	ClassUpper	ClassLower
NVS_GPCR_rTRH	NVS_GPCR_rTRH	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rV1	NVS_GPCR_rV1	Toxcast	receptor binding	rhodopsin-like receptor
NVS_GPCR_rVIP_NonSelective	NVS_GPCR_rVIP_NonSelective	Toxcast	receptor binding	secretin receptor
NVS_IC_hKhERGCh	NVS_IC_hKhERGCh	Toxcast	receptor binding	potassium channel
NVS_IC_rCaBTZCHL	NVS_IC_rCaBTZCHL	Toxcast	receptor binding	calcium channel
NVS_IC_rCaChN	NVS_IC_rCaChN	Toxcast	receptor binding	calcium channel
NVS_IC_rCaDHPRCh_L	NVS_IC_rCaDHPRCh_L	Toxcast	receptor binding	calcium channel
NVS_IC_rKAR	NVS_IC_rKAR	Toxcast	receptor binding	ligand-gated ion channel
NVS_IC_rKATPCh	NVS_IC_rKATPCh	Toxcast	receptor binding	potassium channel
NVS_IC_rKCaCh	NVS_IC_rKCaCh	Toxcast	receptor binding	potassium channel
NVS_IC_rNaCh_site2	NVS_IC_rNaCh_site2	Toxcast	receptor binding	sodium channel
NVS_LGIC_bGABAR_Agonist	NVS_LGIC_bGABAR_Agonist	Toxcast	receptor binding	ligand-gated ion channel
NVS_LGIC_bGABARa1	NVS_LGIC_bGABARa1	Toxcast	receptor binding	ligand-gated ion channel
NVS_LGIC_bGABARa5	NVS_LGIC_bGABARa5	Toxcast	receptor binding	ligand-gated ion channel
NVS_LGIC_h5HT3	NVS_LGIC_h5HT3	Toxcast	receptor binding	ligand-gated ion channel
NVS_LGIC_hNNR_NBungSens	NVS_LGIC_hNNR_NBungSens	Toxcast	receptor binding	ligand-gated ion channel
NVS_LGIC_rAMPA	NVS_LGIC_rAMPA	Toxcast	receptor binding	ligand-gated ion channel
NVS_LGIC_rGABAR_NonSelective	NVS_LGIC_rGABAR_NonSelective	Toxcast	receptor binding	ligand-gated ion channel
NVS_LGIC_rGABARa6	NVS_LGIC_rGABARa6	Toxcast	receptor binding	ligand-gated ion channel
NVS_LGIC_rGluNMDA_Agonist	NVS_LGIC_rGluNMDA_Agonist	Toxcast	receptor binding	ligand-gated ion channel
NVS_LGIC_rGluNMDA_MK801_Agonist	NVS_LGIC_rGluNMDA_MK801_Agonist	Toxcast	receptor binding	ligand-gated ion channel
NVS_LGIC_rGlyRStrySens	NVS_LGIC_rGlyRStrySens	Toxcast	receptor binding	ligand-gated ion channel
NVS_LGIC_rNNR_BungSens	NVS_LGIC_rNNR_BungSens	Toxcast	receptor binding	ligand-gated ion channel
NVS_MP_hPBR	NVS_MP_hPBR	Toxcast	receptor binding	cholesterol transporter
NVS_MP_rPBR	NVS_MP_rPBR	Toxcast	receptor binding	cholesterol transporter
NVS_NR_bER	NVS_NR_bER	Toxcast	receptor binding	steroidal
NVS_NR_bPR	NVS_NR_bPR	Toxcast	receptor binding	steroidal
NVS_NR_cAR	NVS_NR_cAR	Toxcast	receptor binding	steroidal
NVS_NR_hAR	NVS_NR_hAR	Toxcast	receptor binding	steroidal
NVS_NR_hCAR_Agonist	NVS_NR_hCAR_Agonist	Toxcast	receptor binding	non-steroidal
NVS_NR_hCAR_Antagonist	NVS_NR_hCAR_Antagonist	Toxcast	receptor binding	non-steroidal
NVS_NR_hER	NVS_NR_hER	Toxcast	receptor binding	steroidal
NVS_NR_hFXR_Agonist	NVS_NR_hFXR_Agonist	Toxcast	receptor binding	non-steroidal
NVS_NR_hFXR_Antagonist	NVS_NR_hFXR_Antagonist	Toxcast	receptor binding	non-steroidal
NVS_NR_hGR	NVS_NR_hGR	Toxcast	receptor binding	steroidal
NVS_NR_hPPARa	NVS_NR_hPPARa	Toxcast	receptor binding	non-steroidal
NVS_NR_hPPARg	NVS_NR_hPPARg	Toxcast	receptor binding	non-steroidal
NVS_NR_hPR	NVS_NR_hPR	Toxcast	receptor binding	steroidal
NVS_NR_hPXR	NVS_NR_hPXR	Toxcast	receptor binding	non-steroidal
NVS_NR_hRAR_Antagonist	NVS_NR_hRAR_Antagonist	Toxcast	receptor binding	non-steroidal
NVS_NR_hRARa_Agonist	NVS_NR_hRARa_Agonist	Toxcast	receptor binding	non-steroidal
NVS_NR_hTRa_Antagonist	NVS_NR_hTRa_Antagonist	Toxcast	receptor binding	non-steroidal
NVS_NR_mERa	NVS_NR_mERa	Toxcast	receptor binding	steroidal
NVS_NR_rAR	NVS_NR_rAR	Toxcast	receptor binding	steroidal
NVS_NR_rMR	NVS_NR_rMR	Toxcast	receptor binding	steroidal
NVS_OR_gSIGMA_NonSelective	NVS_OR_gSIGMA_NonSelective	Toxcast	receptor binding	chaperone
NVS_OR_hFKBP12	NVS_OR_hFKBP12	Toxcast	receptor binding	chaperone
NVS_TR_gDAT	NVS_TR_gDAT	Toxcast	receptor binding	neurotransmitter transporter
NVS_TR_hAdoT	NVS_TR_hAdoT	Toxcast	receptor binding	nucleoside transporter
NVS_TR_hDAT	NVS_TR_hDAT	Toxcast	receptor binding	neurotransmitter transporter
NVS_TR_hNET	NVS_TR_hNET	Toxcast	receptor binding	neurotransmitter transporter
NVS_TR_hSERT	NVS_TR_hSERT	Toxcast	receptor binding	neurotransmitter transporter
NVS_TR_rAdoT	NVS_TR_rAdoT	Toxcast	receptor binding	nucleoside transporter
NVS_TR_rNET	NVS_TR_rNET	Toxcast	receptor binding	neurotransmitter transporter
NVS_TR_rSERT	NVS_TR_rSERT	Toxcast	receptor binding	neurotransmitter transporter
NVS_TR_rVMAT2	NVS_TR_rVMAT2	Toxcast	receptor binding	vesicular transporter
OT_AR_ARELUC_AG_1440	OT_AR_ARELUC_AG_1440	Toxcast	regulation of gene expression	steroidal
OT_AR_ARSRC1_0480	OT_AR_ARSRC1_0480	Toxcast	protein stabilization	steroidal
OT_AR_ARSRC1_0960	OT_AR_ARSRC1_0960	Toxcast	protein stabilization	steroidal
OT_ER_ERaERa_0480	OT_ER_ERaERa_0480	Toxcast	protein stabilization	steroidal
OT_ER_ERaERa_1440	OT_ER_ERaERa_1440	Toxcast	protein stabilization	steroidal
OT_ER_ERaERb_0480	OT_ER_ERaERb_0480	Toxcast	protein stabilization	steroidal
OT_ER_ERaERb_1440	OT_ER_ERaERb_1440	Toxcast	protein stabilization	steroidal
OT_ER_ERbERb_0480	OT_ER_ERbERb_0480	Toxcast	protein stabilization	steroidal
OT_ER_ERbERb_1440	OT_ER_ERbERb_1440	Toxcast	protein stabilization	steroidal
OT_ERa_EREGFP_0120	OT_ERa_EREGFP_0120	Toxcast	regulation of gene expression	steroidal
OT_ERa_EREGFP_0480	OT_ERa_EREGFP_0480	Toxcast	regulation of gene expression	steroidal
OT_FXR_FXRSRC1_0480	OT_FXR_FXRSRC1_0480	Toxcast	protein stabilization	non-steroidal
OT_FXR_FXRSRC1_1440	OT_FXR_FXRSRC1_1440	Toxcast	protein stabilization	non-steroidal
OT_NURR1_NURR1RXRa_0480	OT_NURR1_NURR1RXRa_0480	Toxcast	protein stabilization	non-steroidal
OT_NURR1_NURR1RXRa_1440	OT_NURR1_NURR1RXRa_1440	Toxcast	protein stabilization	non-steroidal
OT_PPARg_PPARgSRC1_0480	OT_PPARg_PPARgSRC1_0480	Toxcast	protein stabilization	non-steroidal
OT_PPARg_PPARgSRC1_1440	OT_PPARg_PPARgSRC1_1440	Toxcast	protein stabilization	non-steroidal
Tox21_AR_BLA_Agonist_ratio	Tox21_AR_BLA_Agonist_ratio	Toxcast	regulation of transcription factor activity	steroidal
Tox21_AR_BLA_Antagonist_ratio	Tox21_AR_BLA_Antagonist_ratio	Toxcast	regulation of transcription factor activity	steroidal
Tox21_AR_BLA_Antagonist_viability	Tox21_AR_BLA_Antagonist_viability	Toxcast	cell proliferation	cytotoxicity
Tox21_AR_LUC_MDAKB2_Agonist	Tox21_AR_LUC_MDAKB2_Agonist	Toxcast	regulation of transcription factor activity	steroidal
Tox21_AR_LUC_MDAKB2_Antagonist	Tox21_AR_LUC_MDAKB2_Antagonist	Toxcast	regulation of transcription factor activity	steroidal
Tox21_Aromatase_Inhibition	Tox21_Aromatase_Inhibition	Toxcast	regulation of transcription factor activity	steroidogenesis-related
Tox21_AutoFluor_HEK293_Cell_blue	Tox21_AutoFluor_HEK293_Cell_blue	Toxcast	Tox21	artifact fluorescence
Tox21_AutoFluor_HEK293_Cell_green	Tox21_AutoFluor_HEK293_Cell_green	Toxcast	Tox21	artifact fluorescence
Tox21_AutoFluor_HEK293_Cell_red	Tox21_AutoFluor_HEK293_Cell_red	Toxcast	Tox21	artifact fluorescence
Tox21_AutoFluor_HEK293_Media_blue	Tox21_AutoFluor_HEK293_Media_blue	Toxcast	Tox21	artifact fluorescence
Tox21_AutoFluor_HEK293_Media_green	Tox21_AutoFluor_HEK293_Media_green	Toxcast	Tox21	artifact fluorescence
Tox21_AutoFluor_HEK293_Media_red	Tox21_AutoFluor_HEK293_Media_red	Toxcast	Tox21	artifact fluorescence
Tox21_AutoFluor_HEPG2_Cell_blue	Tox21_AutoFluor_HEPG2_Cell_blue	Toxcast	Tox21	artifact fluorescence
Tox21_AutoFluor_HEPG2_Cell_green	Tox21_AutoFluor_HEPG2_Cell_green	Toxcast	Tox21	artifact fluorescence
Tox21_AutoFluor_HEPG2_Cell_red	Tox21_AutoFluor_HEPG2_Cell_red	Toxcast	Tox21	artifact fluorescence
Tox21_AutoFluor_HEPG2_Media_blue	Tox21_AutoFluor_HEPG2_Media_blue	Toxcast	Tox21	artifact fluorescence
Tox21_AutoFluor_HEPG2_Media_green	Tox21_AutoFluor_HEPG2_Media_green	Toxcast	Tox21	artifact fluorescence
Tox21_AutoFluor_HEPG2_Media_red	Tox21_AutoFluor_HEPG2_Media_red	Toxcast	Tox21	artifact fluorescence
Tox21_ELG1_LUC_Agonist	Tox21_ELG1_LUC_Agonist	Toxcast	regulation of transcription factor activity	atpase
Tox21_ERa_BLA_Agonist_ratio	Tox21_ERa_BLA_Agonist_ratio	Toxcast	regulation of transcription factor activity	steroidal
Tox21_ERa_BLA_Antagonist_ratio	Tox21_ERa_BLA_Antagonist_ratio	Toxcast	regulation of transcription factor activity	steroidal
Tox21_ERa_BLA_Antagonist_viability	Tox21_ERa_BLA_Antagonist_viability	Toxcast	cell proliferation	cytotoxicity
Tox21_ERa_LUC_BG1_Agonist	Tox21_ERa_LUC_BG1_Agonist	Toxcast	regulation of transcription factor activity	steroidal
Tox21_ERa_LUC_BG1_Antagonist	Tox21_ERa_LUC_BG1_Antagonist	Toxcast	regulation of transcription factor activity	steroidal
Tox21_GR_BLA_Agonist_ratio	Tox21_GR_BLA_Agonist_ratio	Toxcast	regulation of transcription factor activity	steroidal
Tox21_GR_BLA_Antagonist_ratio	Tox21_GR_BLA_Antagonist_ratio	Toxcast	regulation of transcription factor activity	steroidal
Tox21_GR_BLA_Antagonist_viability	Tox21_GR_BLA_Antagonist_viability	Toxcast	cell proliferation	cytotoxicity
Tox21_MitochondrialToxicity_ratio	Tox21_MitochondrialToxicity_ratio	Toxcast	mitochondrial depolarization	organelle conformation
Tox21_MitochondrialToxicity_viability	Tox21_MitochondrialToxicity_viability	Toxcast	cell proliferation	cytotoxicity
Tox21_PPARg_BLA_Agonist_ratio	Tox21_PPARg_BLA_Agonist_ratio	Toxcast	regulation of transcription factor activity	non-steroidal
Tox21_TR_LUC_GH3_Agonist	Tox21_TR_LUC_GH3_Agonist	Toxcast	regulation of transcription factor activity	non-steroidal
Tox21_TR_LUC_GH3_Antagonist	Tox21_TR_LUC_GH3_Antagonist	Toxcast	regulation of transcription factor activity	non-steroidal
Tox21_AhR	Tox21_AhR	Toxcast	regulation of transcription factor activity	basic helix-loop-helix protein
Tox21_ARE_BLA_agonist_ratio	Tox21_ARE_BLA_agonist_ratio	Toxcast	regulation of transcription factor activity	basic leucine zipper
Tox21_HSE_BLA_agonist_ratio	Tox21_HSE_BLA_agonist_ratio	Toxcast	regulation of transcription factor activity	heat shock protein
Tox21_p53_BLA_p1_ratio	Tox21_p53_BLA_p1_ratio	Toxcast	regulation of transcription factor activity	tumor suppressor
Tox21_FXR_BLA_agonist_ratio	Tox21_FXR_BLA_agonist_ratio	Toxcast	regulation of transcription factor activity	non-steroidal
Tox21_FXR_BLA_antagonist_ratio	Tox21_FXR_BLA_antagonist_ratio	Toxcast	regulation of transcription factor activity	non-steroidal
Tox21_FXR_BLA_antagonist_viability	Tox21_FXR_BLA_antagonist_viability	Toxcast	cell proliferation	cytotoxicity
Tox21_PPARd_BLA_agonist_ratio	Tox21_PPARd_BLA_agonist_ratio	Toxcast	regulation of transcription factor activity	non-steroidal
Tox21_PPARd_BLA_antagonist_ratio	Tox21_PPARd_BLA_antagonist_ratio	Toxcast	regulation of transcription factor activity	non-steroidal
Tox21_PPARd_BLA_antagonist_viability	Tox21_PPARd_BLA_antagonist_viability	Toxcast	cell proliferation	cytotoxicity
Tox21_PPARg_BLA_antagonist_ratio	Tox21_PPARg_BLA_antagonist_ratio	Toxcast	regulation of transcription factor activity	non-steroidal
Tox21_PPARg_BLA_antagonist_viability	Tox21_PPARg_BLA_antagonist_viability	Toxcast	cell proliferation	cytotoxicity
Tox21_VDR_BLA_agonist_ratio	Tox21_VDR_BLA_agonist_ratio	Toxcast	regulation of transcription factor activity	xenobiotic metabolism
Tox21_VDR_BLA_antagonist_ratio	Tox21_VDR_BLA_antagonist_ratio	Toxcast	regulation of transcription factor activity	xenobiotic metabolism
Tox21_VDR_BLA_antagonist_viability	Tox21_VDR_BLA_antagonist_viability	Toxcast	cell proliferation	cytotoxicity
Tox21_ARE_BLA_agonist_viability	Tox21_ARE_BLA_agonist_viability	Toxcast	cell proliferation	proliferation
Tox21_HSE_BLA_agonist_viability	Tox21_HSE_BLA_agonist_viability	Toxcast	cell proliferation	proliferation
Tox21_p53_BLA_p1_viability	Tox21_p53_BLA_p1_viability	Toxcast	cell proliferation	proliferation
Tox21_FXR_BLA_agonist_viability	Tox21_FXR_BLA_agonist_viability	Toxcast	cell proliferation	proliferation
Tox21_PPARd_BLA_Agonist_viability	Tox21_PPARd_BLA_Agonist_viability	Toxcast	cell proliferation	proliferation
ATG_XTT_Cytotoxicity_up	ATG_XTT_Cytotoxicity_up	Toxcast	cell death	proliferation
Tox21_p53_BLA_p2_ratio	Tox21_p53_BLA_p2_ratio	Toxcast	regulation of transcription factor activity	tumor suppressor
Tox21_p53_BLA_p2_viability	Tox21_p53_BLA_p2_viability	Toxcast	cell proliferation	proliferation
Tox21_p53_BLA_p3_ratio	Tox21_p53_BLA_p3_ratio	Toxcast	regulation of transcription factor activity	tumor suppressor
Tox21_p53_BLA_p3_viability	Tox21_p53_BLA_p3_viability	Toxcast	cell proliferation	proliferation
Tox21_p53_BLA_p4_ratio	Tox21_p53_BLA_p4_ratio	Toxcast	regulation of transcription factor activity	tumor suppressor
Tox21_p53_BLA_p4_viability	Tox21_p53_BLA_p4_viability	Toxcast	cell proliferation	proliferation
Tox21_p53_BLA_p5_ratio	Tox21_p53_BLA_p5_ratio	Toxcast	regulation of transcription factor activity	tumor suppressor
Tox21_p53_BLA_p5_viability	Tox21_p53_BLA_p5_viability	Toxcast	cell proliferation	proliferation
Tox21_VDR_BLA_Agonist_viability	Tox21_VDR_BLA_Agonist_viability	Toxcast	cell proliferation	proliferation
Tox21_ESRE_BLA_ratio	Tox21_ESRE_BLA_ratio	Toxcast	regulation of transcription factor activity	basic leucine zipper
Tox21_ESRE_BLA_viability	Tox21_ESRE_BLA_viability	Toxcast	cell proliferation	proliferation
Tox21_NFkB_BLA_agonist_ratio	Tox21_NFkB_BLA_agonist_ratio	Toxcast	regulation of transcription factor activity	NF-kappa B
Tox21_NFkB_BLA_agonist_viability	Tox21_NFkB_BLA_agonist_viability	Toxcast	cell proliferation	proliferation
R-HSA-1059683	Interleukin-6 signaling	Reactome	Immune System	Cytokine Signaling in Immune system
R-HSA-109704	PI3K Cascade	Reactome	Signal Transduction	Signaling by Insulin receptor
R-HSA-110056	MAPK3 (ERK1) activation	Reactome	Signal Transduction	MAPK family signaling cascades
R-HSA-111447	Activation of BAD and translocation to mitochondria 	Reactome	Programmed Cell Death	Apoptosis
R-HSA-111448	Activation of NOXA and translocation to mitochondria	Reactome	Programmed Cell Death	Apoptosis
R-HSA-111459	Activation of caspases through apoptosome-mediated cleavage	Reactome	Programmed Cell Death	Apoptosis
R-HSA-111463	SMAC binds to IAPs 	Reactome	Programmed Cell Death	Apoptosis
R-HSA-111464	SMAC-mediated dissociation of IAP:caspase complexes 	Reactome	Programmed Cell Death	Apoptosis
R-HSA-111465	Apoptotic cleavage of cellular proteins	Reactome	Programmed Cell Death	Apoptosis
R-HSA-111885	Opioid Signalling	Reactome	Signal Transduction	Signaling by GPCR
R-HSA-111931	PKA-mediated phosphorylation of CREB	Reactome	Signal Transduction	DAG and IP3 signaling
R-HSA-111995	phospho-PLA2 pathway	Reactome	Signal Transduction	Signaling by GPCR
R-HSA-112311	Neurotransmitter Clearance In The Synaptic Cleft	Reactome	Neuronal System	Transmission across Chemical Synapses
R-HSA-112409	RAF-independent MAPK1/3 activation	Reactome	Signal Transduction	MAPK family signaling cascades
R-HSA-112411	MAPK1 (ERK2) activation	Reactome	Signal Transduction	MAPK family signaling cascades
R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-HSA-113510	E2F mediated regulation of DNA replication	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-HSA-114604	GPVI-mediated activation cascade	Reactome	Hemostasis	Platelet activation, signaling and aggregation
R-HSA-114608	Platelet degranulation 	Reactome	Hemostasis	Platelet activation, signaling and aggregation
R-HSA-1169091	Activation of NF-kappaB in B cells	Reactome	Immune System	Adaptive Immune System
R-HSA-1169408	ISG15 antiviral mechanism	Reactome	Immune System	Cytokine Signaling in Immune system
R-HSA-1170546	Prolactin receptor signaling	Reactome	Signal Transduction	Signaling by ERBB4
R-HSA-1170546	Prolactin receptor signaling	Reactome	Immune System	Cytokine Signaling in Immune system
R-HSA-1181150	Signaling by NODAL	Reactome	Developmental Biology	Developmental Biology
R-HSA-1227986	Signaling by ERBB2	Reactome	Signal Transduction	Signal Transduction
R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	Reactome	Cellular responses to stress	Cellular response to hypoxia
R-HSA-1234162	Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	Cellular responses to stress	Cellular response to hypoxia
R-HSA-1234176	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	Cellular responses to stress	Cellular response to hypoxia
R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	Reactome	Disease	Diseases of signal transduction
R-HSA-1236394	Signaling by ERBB4	Reactome	Signal Transduction	Signal Transduction
R-HSA-1250196	SHC1 events in ERBB2 signaling	Reactome	Signal Transduction	Signaling by ERBB2
R-HSA-1250342	PI3K events in ERBB4 signaling	Reactome	Signal Transduction	Signaling by ERBB4
R-HSA-1251932	PLCG1 events in ERBB2 signaling	Reactome	Signal Transduction	Signaling by ERBB2
R-HSA-1251985	Nuclear signaling by ERBB4	Reactome	Signal Transduction	Signaling by ERBB4
R-HSA-1257604	PIP3 activates AKT signaling	Reactome	Signal Transduction	Signal Transduction
R-HSA-1295596	Spry regulation of FGF signaling	Reactome	Signal Transduction	Signaling by FGFR
R-HSA-1296072	Voltage gated Potassium channels	Reactome	Neuronal System	Potassium Channels
R-HSA-1358803	Downregulation of ERBB2:ERBB3 signaling	Reactome	Signal Transduction	Signaling by ERBB2
R-HSA-1368071	NR1D1 (REV-ERBA) represses gene expression	Reactome	Circadian Clock	Circadian Clock
R-HSA-1368082	RORA activates gene expression	Reactome	Circadian Clock	Circadian Clock
R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression	Reactome	Circadian Clock	Circadian Clock
R-HSA-139915	Activation of PUMA and translocation to mitochondria	Reactome	Programmed Cell Death	Apoptosis
R-HSA-140534	Ligand-dependent caspase activation	Reactome	Programmed Cell Death	Apoptosis
R-HSA-140834	Extrinsic Pathway of Fibrin Clot Formation	Reactome	Hemostasis	Formation of Fibrin Clot (Clotting Cascade)
R-HSA-140875	Common Pathway of Fibrin Clot Formation	Reactome	Hemostasis	Formation of Fibrin Clot (Clotting Cascade)
R-HSA-1433557	Signaling by SCF-KIT	Reactome	Signal Transduction	Signal Transduction
R-HSA-1433559	Regulation of KIT signaling	Reactome	Signal Transduction	Signaling by SCF-KIT
R-HSA-1442490	Collagen degradation	Reactome	Extracellular matrix organization	Degradation of the extracellular matrix
R-HSA-1445148	Translocation of GLUT4 to the plasma membrane	Reactome	Vesicle-mediated transport	Membrane Trafficking
R-HSA-1474151	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	Metabolism	Metabolism of nitric oxide
R-HSA-1474228	Degradation of the extracellular matrix	Reactome	Extracellular matrix organization	Extracellular matrix organization
R-HSA-1474244	Extracellular matrix organization	Reactome	Extracellular matrix organization	Extracellular matrix organization
R-HSA-1483191	Synthesis of PC	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-HSA-1538133	G0 and Early G1	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-HSA-156581	Methylation	Reactome	Metabolism	Biological oxidations
R-HSA-1592389	Activation of Matrix Metalloproteinases	Reactome	Extracellular matrix organization	Degradation of the extracellular matrix
R-HSA-159418	Recycling of bile acids and salts	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-HSA-162791	Attachment of GPI anchor to uPAR	Reactome	Metabolism of proteins	Post-translational protein modification
R-HSA-1632852	Macroautophagy	Reactome	Cellular responses to stress	Cellular responses to stress
R-HSA-163358	PKA-mediated phosphorylation of key metabolic factors	Reactome	Metabolism	Integration of energy metabolism
R-HSA-163560	Hormone-sensitive lipase (HSL)-mediated triacylglycerol hydrolysis	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-HSA-163615	PKA activation	Reactome	Signal Transduction	DAG and IP3 signaling
R-HSA-163685	Integration of energy metabolism	Reactome	Metabolism	Metabolism
R-HSA-163767	PP2A-mediated dephosphorylation of key metabolic factors	Reactome	Metabolism	Integration of energy metabolism
R-HSA-164378	PKA activation in glucagon signalling	Reactome	Metabolism	Integration of energy metabolism
R-HSA-164944	Nef and signal transduction	Reactome	Disease	Infectious disease
R-HSA-1650814	Collagen biosynthesis and modifying enzymes	Reactome	Extracellular matrix organization	Collagen formation
R-HSA-165158	Activation of AKT2	Reactome	Signal Transduction	Signaling by Insulin receptor
R-HSA-165159	mTOR signalling	Reactome	Signal Transduction	Signaling by Insulin receptor
R-HSA-165160	PDE3B signalling	Reactome	Signal Transduction	Signaling by Insulin receptor
R-HSA-165181	Inhibition of TSC complex formation by PKB	Reactome	Signal Transduction	Signaling by Insulin receptor
R-HSA-1660499	Synthesis of PIPs at the plasma membrane	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-HSA-166058	MyD88:Mal cascade initiated on plasma membrane	Reactome	Immune System	Innate Immune System
R-HSA-167021	PLC-gamma1 signalling	Reactome	Signal Transduction	Signalling by NGF
R-HSA-167044	Signalling to RAS	Reactome	Signal Transduction	Signalling by NGF
R-HSA-167590	Nef Mediated CD4 Down-regulation	Reactome	Disease	Infectious disease
R-HSA-168277	Influenza Virus Induced Apoptosis	Reactome	Disease	Infectious disease
R-HSA-168638	NOD1/2 Signaling Pathway	Reactome	Immune System	Innate Immune System
R-HSA-170968	Frs2-mediated activation	Reactome	Signal Transduction	Signalling by NGF
R-HSA-170984	ARMS-mediated activation	Reactome	Signal Transduction	Signalling by NGF
R-HSA-171007	p38MAPK events	Reactome	Signal Transduction	Signalling by NGF
R-HSA-171052	LDL-mediated lipid transport	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-HSA-174178	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-HSA-174800	Chylomicron-mediated lipid transport	Reactome	Metabolism	Metabolism of lipids and lipoproteins
R-HSA-176187	Activation of ATR in response to replication stress	Reactome	Cell Cycle	Cell Cycle Checkpoints
R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-HSA-177504	Retrograde neurotrophin signalling	Reactome	Signal Transduction	Signalling by NGF
R-HSA-177929	Signaling by EGFR	Reactome	Signal Transduction	Signal Transduction
R-HSA-179409	APC-Cdc20 mediated degradation of Nek2A	Reactome	Cell Cycle	Cell Cycle, Mitotic
R-HSA-179812	GRB2 events in EGFR signaling	Reactome	Signal Transduction	Signaling by EGFR
R-HSA-180024	DARPP-32 events	Reactome	Signal Transduction	Signaling by GPCR
R-HSA-180292	GAB1 signalosome	Reactome	Signal Transduction	Signaling by EGFR
