V1	V1.name	V2	V2.name	SINGLE_REPEAT_TYPE	TYPE	support	interest	Padj	UniProtID	treatment	DOSE_LEVEL	SACRIFICE_PERIOD	Change	ID
BSK_3C_IL8_down	BSK_3C_IL8_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P10145	NA	NA	NA	NA	A19211
BSK_KF3CT_IP10_up	BSK_KF3CT_IP10_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P02778	NA	NA	NA	NA	A19205
BSK_LPS_IL8_up	BSK_LPS_IL8_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P10145	NA	NA	NA	NA	A19185
NVS_GPCR_hOpiate_mu	NVS_GPCR_hOpiate_mu	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P35372	NA	NA	NA	NA	A19182
BSK_CASM3C_SAA_down	BSK_CASM3C_SAA_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P0DJI8	NA	NA	NA	NA	A19207
BSK_3C_IL8_up	BSK_3C_IL8_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P10145	NA	NA	NA	NA	A19202
NVS_GPCR_hC5a	NVS_GPCR_hC5a	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P21730	NA	NA	NA	NA	A19208
BSK_hDFCGF_IP10_down	BSK_hDFCGF_IP10_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P02778	NA	NA	NA	NA	A19200
NVS_GPCR_hM2	NVS_GPCR_hM2	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P08172	NA	NA	NA	NA	A19192
BSK_KF3CT_IP10_down	BSK_KF3CT_IP10_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P02778	NA	NA	NA	NA	A19195
NVS_GPCR_hDRD4.4	NVS_GPCR_hDRD4.4	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P21917	NA	NA	NA	NA	A19213
BSK_hDFCGF_MIG_up	BSK_hDFCGF_MIG_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q07325	NA	NA	NA	NA	A19198
NVS_GPCR_hAdra2C	NVS_GPCR_hAdra2C	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P18825	NA	NA	NA	NA	A19187
NVS_GPCR_hNPY1	NVS_GPCR_hNPY1	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P25929	NA	NA	NA	NA	A19189
NVS_GPCR_hNPY2	NVS_GPCR_hNPY2	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P49146	NA	NA	NA	NA	A19179
BSK_SAg_MIG_up	BSK_SAg_MIG_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q07325	NA	NA	NA	NA	A19217
BSK_SAg_IL8_up	BSK_SAg_IL8_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P10145	NA	NA	NA	NA	A19194
BSK_SAg_MIG_down	BSK_SAg_MIG_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q07325	NA	NA	NA	NA	A19184
NVS_GPCR_hAdoRA1	NVS_GPCR_hAdoRA1	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P30542	NA	NA	NA	NA	A19178
NVS_GPCR_h5HT5A	NVS_GPCR_h5HT5A	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P47898	NA	NA	NA	NA	A19180
NVS_GPCR_hDRD2s	NVS_GPCR_hDRD2s	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P14416	NA	NA	NA	NA	A19215
BSK_CASM3C_MIG_up	BSK_CASM3C_MIG_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q07325	NA	NA	NA	NA	A19214
BSK_BE3C_IP10_up	BSK_BE3C_IP10_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P02778	NA	NA	NA	NA	A19218
BSK_3C_MIG_up	BSK_3C_MIG_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q07325	NA	NA	NA	NA	A19181
BSK_CASM3C_IL8_up	BSK_CASM3C_IL8_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P10145	NA	NA	NA	NA	A19186
BSK_CASM3C_MIG_down	BSK_CASM3C_MIG_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q07325	NA	NA	NA	NA	A19209
NVS_GPCR_hORL1	NVS_GPCR_hORL1	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P41146	NA	NA	NA	NA	A19183
NVS_GPCR_hOpiate_D1	NVS_GPCR_hOpiate_D1	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P41143	NA	NA	NA	NA	A19197
BSK_3C_MIG_down	BSK_3C_MIG_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	Q07325	NA	NA	NA	NA	A19191
BSK_LPS_IL8_down	BSK_LPS_IL8_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P10145	NA	NA	NA	NA	A19201
BSK_hDFCGF_IP10_up	BSK_hDFCGF_IP10_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P02778	NA	NA	NA	NA	A19196
NVS_GPCR_hAdra2A	NVS_GPCR_hAdra2A	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P08913	NA	NA	NA	NA	A19193
BSK_SAg_IL8_down	BSK_SAg_IL8_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P10145	NA	NA	NA	NA	A19204
BSK_CASM3C_IL8_down	BSK_CASM3C_IL8_down	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P10145	NA	NA	NA	NA	A19212
BSK_hDFCGF_IL8_up	BSK_hDFCGF_IL8_up	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P10145	NA	NA	NA	NA	A19199
NVS_GPCR_hM4	NVS_GPCR_hM4	R-RNO-418594	G alpha (i) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P08173	NA	NA	NA	NA	A19188
NVS_GPCR_hAdra2C	NVS_GPCR_hAdra2C	R-RNO-418597	G alpha (z) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P18825	NA	NA	NA	NA	A19220
NVS_GPCR_hAdra2A	NVS_GPCR_hAdra2A	R-RNO-418597	G alpha (z) signalling events	NA	TCHum2ReactRat	NA	NA	NA	P08913	NA	NA	NA	NA	A19221
NVS_ENZ_hFyn	NVS_ENZ_hFyn	R-RNO-418885	DCC mediated attractive signaling	NA	TCHum2ReactRat	NA	NA	NA	P06241	NA	NA	NA	NA	A19223
NVS_ENZ_hFyn_Activator	NVS_ENZ_hFyn_Activator	R-RNO-418885	DCC mediated attractive signaling	NA	TCHum2ReactRat	NA	NA	NA	P06241	NA	NA	NA	NA	A19222
NVS_ENZ_hPTPN11	NVS_ENZ_hPTPN11	R-RNO-418886	Netrin mediated repulsion signals	NA	TCHum2ReactRat	NA	NA	NA	Q06124	NA	NA	NA	NA	A19227
NVS_ENZ_hPTPN11_Activator	NVS_ENZ_hPTPN11_Activator	R-RNO-418886	Netrin mediated repulsion signals	NA	TCHum2ReactRat	NA	NA	NA	Q06124	NA	NA	NA	NA	A19224
NVS_ENZ_hFyn_Activator	NVS_ENZ_hFyn_Activator	R-RNO-418886	Netrin mediated repulsion signals	NA	TCHum2ReactRat	NA	NA	NA	P06241	NA	NA	NA	NA	A19225
NVS_ENZ_hFyn	NVS_ENZ_hFyn	R-RNO-418886	Netrin mediated repulsion signals	NA	TCHum2ReactRat	NA	NA	NA	P06241	NA	NA	NA	NA	A19226
NVS_ENZ_hCASP3_Activator	NVS_ENZ_hCASP3_Activator	R-RNO-418889	Ligand-independent caspase activation via DCC	NA	TCHum2ReactRat	NA	NA	NA	P42574	NA	NA	NA	NA	A19229
NVS_ENZ_hCASP3	NVS_ENZ_hCASP3	R-RNO-418889	Ligand-independent caspase activation via DCC	NA	TCHum2ReactRat	NA	NA	NA	P42574	NA	NA	NA	NA	A19228
BSK_hDFCGF_CollagenIII_up	BSK_hDFCGF_CollagenIII_up	R-RNO-419037	NCAM1 interactions	NA	TCHum2ReactRat	NA	NA	NA	P02461	NA	NA	NA	NA	A19230
BSK_hDFCGF_CollagenIII_down	BSK_hDFCGF_CollagenIII_down	R-RNO-419037	NCAM1 interactions	NA	TCHum2ReactRat	NA	NA	NA	P02461	NA	NA	NA	NA	A19231
methylene_dianiline	methylene_dianiline	R-RNO-419037	NCAM1 interactions	Repeat	reactome2chem	NA	NA	0	F1LNH3 F1MA59 P13852 P13941 Q5EB88	Liver_methylene_dianiline_High_15day_Repeat	High	15 day	NA	A6290
NVS_ENZ_hES_Activator	NVS_ENZ_hES_Activator	R-RNO-422085	Synthesis, secretion, and deacylation of Ghrelin	NA	TCHum2ReactRat	NA	NA	NA	P06276	NA	NA	NA	NA	A19234
NVS_ENZ_hAChE	NVS_ENZ_hAChE	R-RNO-422085	Synthesis, secretion, and deacylation of Ghrelin	NA	TCHum2ReactRat	NA	NA	NA	P22303	NA	NA	NA	NA	A19235
NVS_ENZ_hES	NVS_ENZ_hES	R-RNO-422085	Synthesis, secretion, and deacylation of Ghrelin	NA	TCHum2ReactRat	NA	NA	NA	P06276	NA	NA	NA	NA	A19232
NVS_ENZ_hAChE_Activator	NVS_ENZ_hAChE_Activator	R-RNO-422085	Synthesis, secretion, and deacylation of Ghrelin	NA	TCHum2ReactRat	NA	NA	NA	P22303	NA	NA	NA	NA	A19233
NVS_ENZ_hPKA	NVS_ENZ_hPKA	R-RNO-422356	Regulation of insulin secretion	NA	TCHum2ReactRat	NA	NA	NA	P17612	NA	NA	NA	NA	A19237
NVS_ENZ_hPKA_Activator	NVS_ENZ_hPKA_Activator	R-RNO-422356	Regulation of insulin secretion	NA	TCHum2ReactRat	NA	NA	NA	P17612	NA	NA	NA	NA	A19236
ethinylestradiol	ethinylestradiol	R-RNO-425410	Metal ion SLC transporters	Single	reactome2chem	NA	NA	0.00141995240690246	D4A7D4 G3V6H7	Liver_ethinylestradiol_High_9hr_Single	High	9 hr	NA	A5371
cycloheximide	cycloheximide	R-RNO-425410	Metal ion SLC transporters	Single	reactome2chem	NA	NA	0	D4A7D4 G3V6H7 Q9JK41	Liver_cycloheximide_Middle_9hr_Single	Middle	9 hr	NA	A4938
ethionine	ethionine	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Repeat	reactome2chem	NA	NA	0.00608607319628846	D3ZJ08 P62804	Liver_ethionine_High_4day_Repeat	High	4 day	NA	A5463
NVS_ENZ_hSIRT1_Activator	NVS_ENZ_hSIRT1_Activator	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	NA	TCHum2ReactRat	NA	NA	NA	Q96EB6	NA	NA	NA	NA	A19239
R-RNO-427413	NoRC negatively regulates rRNA expression	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2reactome	0.00355871886120996	NA	NA	NA	NA	NA	NA	NA	A12571
cycloheximide	cycloheximide	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2chem	NA	NA	0	D3ZJ08 P62804 P84245	Liver_cycloheximide_Low_3hr_Single	Low	3 hr	NA	A4849
cycloheximide	cycloheximide	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2chem	NA	NA	0	D3ZJ08 P62804 P84245	Liver_cycloheximide_High_9hr_Single	High	9 hr	NA	A4829
ethionine	ethionine	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Repeat	reactome2chem	NA	NA	0.013916309290416	D3ZJ08 P62804	Liver_ethionine_High_15day_Repeat	High	15 day	NA	A5452
R-RNO-912446	Meiotic recombination	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2reactome	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A12060
NVS_ENZ_hSIRT1	NVS_ENZ_hSIRT1	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	NA	TCHum2ReactRat	NA	NA	NA	Q96EB6	NA	NA	NA	NA	A19238
cycloheximide	cycloheximide	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2chem	NA	NA	0	D3ZJ08 P62804 P84245 Q5U4F0	Liver_cycloheximide_Low_6hr_Single	Low	6 hr	NA	A4866
cycloheximide	cycloheximide	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2chem	NA	NA	0	D3ZJ08 P62804 P84245	Liver_cycloheximide_Middle_6hr_Single	Middle	6 hr	NA	A4917
cycloheximide	cycloheximide	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2chem	NA	NA	0	D3ZJ08 P62804 P84245	Liver_cycloheximide_Middle_3hr_Single	Middle	3 hr	NA	A4889
cycloheximide	cycloheximide	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2chem	NA	NA	0	D3ZJ08 P62804 P84245	Liver_cycloheximide_High_6hr_Single	High	6 hr	NA	A4803
cycloheximide	cycloheximide	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2chem	NA	NA	0	D3ZJ08 P62804 P84245	Liver_cycloheximide_Middle_9hr_Single	Middle	9 hr	NA	A4932
ethionine	ethionine	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Repeat	reactome2chem	NA	NA	0.0484945806459628	D3ZJ08 P62804	Liver_ethionine_Middle_4day_Repeat	Middle	4 day	NA	A5478
R-RNO-2559580	Oxidative Stress Induced Senescence	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2reactome	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A14128
ethionine	ethionine	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2chem	NA	NA	0.00153025204441403	D3ZJ08 P62804	Liver_ethionine_High_24hr_Single	High	24 hr	NA	A5453
cycloheximide	cycloheximide	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2chem	NA	NA	0	D3ZJ08 P62804 P84245	Liver_cycloheximide_High_3hr_Single	High	3 hr	NA	A4783
R-RNO-212300	PRC2 methylates histones and DNA	R-RNO-427359	SIRT1 negatively regulates rRNA Expression	Single	reactome2reactome	0.00889679715302491	NA	NA	NA	NA	NA	NA	NA	A14250
cycloheximide	cycloheximide	R-RNO-427413	NoRC negatively regulates rRNA expression	Single	reactome2chem	NA	NA	0.00467260396790399	D3ZBP2 D3ZJ08 P62804 P84245	Liver_cycloheximide_High_3hr_Single	High	3 hr	NA	A4775
R-RNO-912446	Meiotic recombination	R-RNO-427413	NoRC negatively regulates rRNA expression	Single	reactome2reactome	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A12057
cycloheximide	cycloheximide	R-RNO-427413	NoRC negatively regulates rRNA expression	Single	reactome2chem	NA	NA	0	D3ZJ08 F1LNL2 P62804 P84245	Liver_cycloheximide_High_9hr_Single	High	9 hr	NA	A4831
R-RNO-2559580	Oxidative Stress Induced Senescence	R-RNO-427413	NoRC negatively regulates rRNA expression	Single	reactome2reactome	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A12568
cycloheximide	cycloheximide	R-RNO-427413	NoRC negatively regulates rRNA expression	Single	reactome2chem	NA	NA	0.0304224078869047	D3ZJ08 F1LNL2 P62804 P84245	Liver_cycloheximide_Middle_6hr_Single	Middle	6 hr	NA	A4911
galactosamine	galactosamine	R-RNO-427652	Sodium-coupled phosphate cotransporters	Single	reactome2chem	NA	NA	0	Q63488 Q9JJP0	Liver_galactosamine_High_24hr_Single	High	24 hr	NA	A5709
R-RNO-70370	Galactose catabolism	R-RNO-427652	Sodium-coupled phosphate cotransporters	Single	reactome2reactome	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A12538
galactosamine	galactosamine	R-RNO-427652	Sodium-coupled phosphate cotransporters	Single	reactome2chem	NA	NA	0	Q63488 Q9JJP0	Liver_galactosamine_Middle_24hr_Single	Middle	24 hr	NA	A5742
NVS_ENZ_hPAK4	NVS_ENZ_hPAK4	R-RNO-428540	Activation of Rac	NA	TCHum2ReactRat	NA	NA	NA	O96013	NA	NA	NA	NA	A19240
NVS_ENZ_hPAK2_Activator	NVS_ENZ_hPAK2_Activator	R-RNO-428540	Activation of Rac	NA	TCHum2ReactRat	NA	NA	NA	Q13177	NA	NA	NA	NA	A19241
NVS_ENZ_hPAK2	NVS_ENZ_hPAK2	R-RNO-428540	Activation of Rac	NA	TCHum2ReactRat	NA	NA	NA	Q13177	NA	NA	NA	NA	A19243
NVS_ENZ_hPAK4_Activator	NVS_ENZ_hPAK4_Activator	R-RNO-428540	Activation of Rac	NA	TCHum2ReactRat	NA	NA	NA	O96013	NA	NA	NA	NA	A19242
NVS_ENZ_hAbl	NVS_ENZ_hAbl	R-RNO-428890	Role of Abl in Robo-Slit signaling	NA	TCHum2ReactRat	NA	NA	NA	P00519	NA	NA	NA	NA	A19244
NVS_ENZ_hAbl_Activator	NVS_ENZ_hAbl_Activator	R-RNO-428890	Role of Abl in Robo-Slit signaling	NA	TCHum2ReactRat	NA	NA	NA	P00519	NA	NA	NA	NA	A19245
NVS_GPCR_hTXA2	NVS_GPCR_hTXA2	R-RNO-428930	Thromboxane signalling through TP receptor	NA	TCHum2ReactRat	NA	NA	NA	P21731	NA	NA	NA	NA	A19246
NVS_ENZ_hRAF1_Activator	NVS_ENZ_hRAF1_Activator	R-RNO-430116	GP1b-IX-V activation signalling	NA	TCHum2ReactRat	NA	NA	NA	P04049	NA	NA	NA	NA	A19247
NVS_ENZ_hRAF1	NVS_ENZ_hRAF1	R-RNO-430116	GP1b-IX-V activation signalling	NA	TCHum2ReactRat	NA	NA	NA	P04049	NA	NA	NA	NA	A19248
NVS_ENZ_hPKA_Activator	NVS_ENZ_hPKA_Activator	R-RNO-432040	Vasopressin regulates renal water homeostasis via Aquaporins	NA	TCHum2ReactRat	NA	NA	NA	P17612	NA	NA	NA	NA	A19250
NVS_ENZ_hPKA	NVS_ENZ_hPKA	R-RNO-432040	Vasopressin regulates renal water homeostasis via Aquaporins	NA	TCHum2ReactRat	NA	NA	NA	P17612	NA	NA	NA	NA	A19249
NVS_ENZ_hPPP2CA_Activator	NVS_ENZ_hPPP2CA_Activator	R-RNO-432142	Platelet sensitization by LDL	NA	TCHum2ReactRat	NA	NA	NA	P67775	NA	NA	NA	NA	A19256
NVS_ENZ_hPTPN11_Activator	NVS_ENZ_hPTPN11_Activator	R-RNO-432142	Platelet sensitization by LDL	NA	TCHum2ReactRat	NA	NA	NA	Q06124	NA	NA	NA	NA	A19252
NVS_ENZ_hPPP2CA	NVS_ENZ_hPPP2CA	R-RNO-432142	Platelet sensitization by LDL	NA	TCHum2ReactRat	NA	NA	NA	P67775	NA	NA	NA	NA	A19254
NVS_ENZ_hPTPN6_Activator	NVS_ENZ_hPTPN6_Activator	R-RNO-432142	Platelet sensitization by LDL	NA	TCHum2ReactRat	NA	NA	NA	P29350	NA	NA	NA	NA	A19251
NVS_ENZ_hPTPN6	NVS_ENZ_hPTPN6	R-RNO-432142	Platelet sensitization by LDL	NA	TCHum2ReactRat	NA	NA	NA	P29350	NA	NA	NA	NA	A19253
NVS_ENZ_hPTPN11	NVS_ENZ_hPTPN11	R-RNO-432142	Platelet sensitization by LDL	NA	TCHum2ReactRat	NA	NA	NA	Q06124	NA	NA	NA	NA	A19255
cyclosporine_A	cyclosporine_A	R-RNO-432722	Golgi Associated Vesicle Biogenesis	Single	reactome2chem	NA	NA	0.0174192758441921	G3V679	Liver_cyclosporine_A_High_9hr_Single	High	9 hr	NA	A4997
glibenclamide	glibenclamide	R-RNO-432722	Golgi Associated Vesicle Biogenesis	Single	reactome2chem	NA	NA	0.00735219095607987	G3V679	Liver_glibenclamide_Middle_3hr_Single	Middle	3 hr	NA	A5829
quinidine	quinidine	R-RNO-432722	Golgi Associated Vesicle Biogenesis	Single	reactome2chem	NA	NA	0.041040178131106	G3V679	Liver_quinidine_High_9hr_Single	High	9 hr	NA	A6998
R-RNO-917977	Transferrin endocytosis and recycling	R-RNO-432722	Golgi Associated Vesicle Biogenesis	Single	reactome2reactome	0.00266903914590747	NA	NA	NA	NA	NA	NA	NA	A12055
NVS_ENZ_hMAPK1	NVS_ENZ_hMAPK1	R-RNO-437239	Recycling pathway of L1	NA	TCHum2ReactRat	NA	NA	NA	P28482	NA	NA	NA	NA	A19257
NVS_ENZ_hMsk1_Activator	NVS_ENZ_hMsk1_Activator	R-RNO-437239	Recycling pathway of L1	NA	TCHum2ReactRat	NA	NA	NA	O75582	NA	NA	NA	NA	A19259
NVS_ENZ_hMsk1	NVS_ENZ_hMsk1	R-RNO-437239	Recycling pathway of L1	NA	TCHum2ReactRat	NA	NA	NA	O75582	NA	NA	NA	NA	A19260
NVS_ENZ_hMAPK1_Activator	NVS_ENZ_hMAPK1_Activator	R-RNO-437239	Recycling pathway of L1	NA	TCHum2ReactRat	NA	NA	NA	P28482	NA	NA	NA	NA	A19258
R-RNO-113507	E2F-enabled inhibition of pre-replication complex formation	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Repeat	reactome2reactome	0.0124555160142349	NA	NA	NA	NA	NA	NA	NA	A15152
R-RNO-174048	APC/C:Cdc20 mediated degradation of Cyclin B	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Repeat	reactome2reactome	0.0097864768683274	NA	NA	NA	NA	NA	NA	NA	A15163
R-RNO-176417	Phosphorylation of Emi1	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Repeat	reactome2reactome	0.0124555160142349	NA	NA	NA	NA	NA	NA	NA	A15167
fluphenazine	fluphenazine	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2chem	NA	NA	0.00195249656658024	P30277 P39951	Liver_fluphenazine_Middle_24hr_Single	Middle	24 hr	NA	A5626
R-RNO-2465910	MASTL Facilitates Mitotic Progression	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2reactome	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A13606
R-RNO-380320	Recruitment of NuMA to mitotic centrosomes	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2reactome	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A14159
R-RNO-2514853	Condensation of Prometaphase Chromosomes	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2reactome	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A14240
R-RNO-69273	Cyclin A/B1 associated events during G2/M transition	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2reactome	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A13865
R-RNO-176412	Phosphorylation of the APC/C	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2reactome	0.0106761565836299	NA	NA	NA	NA	NA	NA	NA	A14354
R-RNO-2980767	Activation of NIMA Kinases NEK9, NEK6, NEK7	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2reactome	0.0124555160142349	NA	NA	NA	NA	NA	NA	NA	A14353
chlormadinone	chlormadinone	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Repeat	reactome2chem	NA	NA	0.0046009636186116	P30277 P39951	Liver_chlormadinone_Low_4day_Repeat	Low	4 day	NA	A4541
R-RNO-176408	Regulation of APC/C activators between G1/S and early anaphase	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2reactome	0.0124555160142349	NA	NA	NA	NA	NA	NA	NA	A14360
ketoconazole	ketoconazole	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2chem	NA	NA	0.0215515804753823	P30277 P39951	Liver_ketoconazole_High_24hr_Single	High	24 hr	NA	A6008
R-RNO-174048	APC/C:Cdc20 mediated degradation of Cyclin B	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2reactome	0.0097864768683274	NA	NA	NA	NA	NA	NA	NA	A14355
ethambutol	ethambutol	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2chem	NA	NA	0.0292368266345626	P30277 P39951	Liver_ethambutol_Middle_24hr_Single	Middle	24 hr	NA	A5324
R-RNO-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2reactome	0.00444839857651246	NA	NA	NA	NA	NA	NA	NA	A13592
R-RNO-113507	E2F-enabled inhibition of pre-replication complex formation	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2reactome	0.0124555160142349	NA	NA	NA	NA	NA	NA	NA	A14344
chlorpropamide	chlorpropamide	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2chem	NA	NA	0.00204426559395573	P30277 P39951	Liver_chlorpropamide_High_24hr_Single	High	24 hr	NA	A4616
R-RNO-176408	Regulation of APC/C activators between G1/S and early anaphase	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Repeat	reactome2reactome	0.0124555160142349	NA	NA	NA	NA	NA	NA	NA	A15168
imipramine	imipramine	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2chem	NA	NA	0.0383276243294456	P30277 P39951	Liver_imipramine_Middle_24hr_Single	Middle	24 hr	NA	A5956
R-RNO-162658	Golgi Cisternae Pericentriolar Stack Reorganization	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Repeat	reactome2reactome	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A14973
R-RNO-69273	Cyclin A/B1 associated events during G2/M transition	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Repeat	reactome2reactome	0.00533807829181495	NA	NA	NA	NA	NA	NA	NA	A14916
R-RNO-176417	Phosphorylation of Emi1	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2reactome	0.0124555160142349	NA	NA	NA	NA	NA	NA	NA	A14359
methimazole	methimazole	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2chem	NA	NA	0.0260500623755445	P30277 P39951	Liver_methimazole_Low_24hr_Single	Low	24 hr	NA	A6229
R-RNO-380320	Recruitment of NuMA to mitotic centrosomes	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Repeat	reactome2reactome	0.00622775800711744	NA	NA	NA	NA	NA	NA	NA	A15033
fluphenazine	fluphenazine	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2chem	NA	NA	0.000546533872789624	P30277 P39951	Liver_fluphenazine_Low_24hr_Single	Low	24 hr	NA	A5602
pemoline	pemoline	R-RNO-4419969	Depolymerisation of the Nuclear Lamina	Single	reactome2chem	NA	NA	0.0276894644691305	P30277 P39951	Liver_pemoline_High_24hr_Single	High	24 hr	NA	A6701
