treatment	chems	SIN_REP_TYPE	SACRI_PERIOD	DOSE_LEVEL	Out	Change
Liver_phenylanthranilic_acid_High_4day_Repeat	phenylanthranilic_acid	Repeat	4 day	High	Neu...	Increase
Liver_phenylanthranilic_acid_High_6hr_Single	phenylanthranilic_acid	Single	6 hr	High	Na.meq.L.	Increase
Liver_phenylanthranilic_acid_High_6hr_Single	phenylanthranilic_acid	Single	6 hr	High	GLC.mg.dL.	Decrease
Liver_phenylanthranilic_acid_High_6hr_Single	phenylanthranilic_acid	Single	6 hr	High	TC.mg.dL.	Decrease
Liver_phenylanthranilic_acid_High_9hr_Single	phenylanthranilic_acid	Single	9 hr	High	TC.mg.dL.	Decrease
Liver_phenylanthranilic_acid_Low_3hr_Single	phenylanthranilic_acid	Single	3 hr	Low	Na.meq.L.	Increase
Liver_phenylanthranilic_acid_Low_4day_Repeat	phenylanthranilic_acid	Repeat	4 day	Low	Ca.mg.dL.	Increase
Liver_phenylanthranilic_acid_Low_9hr_Single	phenylanthranilic_acid	Single	9 hr	Low	GLC.mg.dL.	Decrease
Liver_phenylanthranilic_acid_Low_9hr_Single	phenylanthranilic_acid	Single	9 hr	Low	Na.meq.L.	Increase
Liver_phenylanthranilic_acid_Middle_24hr_Single	phenylanthranilic_acid	Single	24 hr	Middle	ALP.IU.L.	Increase
Liver_phenylanthranilic_acid_Middle_24hr_Single	phenylanthranilic_acid	Single	24 hr	Middle	Na.meq.L.	Increase
Liver_phenylanthranilic_acid_Middle_24hr_Single	phenylanthranilic_acid	Single	24 hr	Middle	TC.mg.dL.	Decrease
Liver_phenylanthranilic_acid_Middle_3hr_Single	phenylanthranilic_acid	Single	3 hr	Middle	TC.mg.dL.	Decrease
Liver_phenylanthranilic_acid_Middle_3hr_Single	phenylanthranilic_acid	Single	3 hr	Middle	PL.mg.dL.	Decrease
Liver_phenylanthranilic_acid_Middle_6hr_Single	phenylanthranilic_acid	Single	6 hr	Middle	Na.meq.L.	Increase
Liver_phenylanthranilic_acid_Middle_6hr_Single	phenylanthranilic_acid	Single	6 hr	Middle	GLC.mg.dL.	Decrease
Liver_phenylanthranilic_acid_Middle_6hr_Single	phenylanthranilic_acid	Single	6 hr	Middle	TC.mg.dL.	Decrease
Liver_phenylanthranilic_acid_Middle_9hr_Single	phenylanthranilic_acid	Single	9 hr	Middle	Na.meq.L.	Increase
Liver_phenylanthranilic_acid_Middle_9hr_Single	phenylanthranilic_acid	Single	9 hr	Middle	TC.mg.dL.	Decrease
Liver_phenylbutazone_Control_24hr_Single	phenylbutazone	Single	24 hr	Control	K.meq.L.	Increase
Liver_phenylbutazone_Control_4day_Repeat	phenylbutazone	Repeat	4 day	Control	TP.g.dL.	Increase
Liver_phenylbutazone_Control_6hr_Single	phenylbutazone	Single	6 hr	Control	Neu...	Decrease
Liver_phenylbutazone_Control_8day_Repeat	phenylbutazone	Repeat	8 day	Control	TP.g.dL.	Increase
Liver_phenylbutazone_Control_9hr_Single	phenylbutazone	Single	9 hr	Control	K.meq.L.	Increase
Liver_phenylbutazone_High_24hr_Single	phenylbutazone	Single	24 hr	High	BUN.mg.dL.	Increase
Liver_phenylbutazone_High_29day_Repeat	phenylbutazone	Repeat	29 day	High	ALP.IU.L.	Decrease
Liver_phenylbutazone_High_4day_Repeat	phenylbutazone	Repeat	4 day	High	Ret...	Increase
Liver_phenylbutazone_High_4day_Repeat	phenylbutazone	Repeat	4 day	High	Ht...	Decrease
Liver_phenylbutazone_High_4day_Repeat	phenylbutazone	Repeat	4 day	High	Hb.g.dL.	Decrease
Liver_phenylbutazone_High_4day_Repeat	phenylbutazone	Repeat	4 day	High	WBC.x10_2.uL.	Increase
Liver_phenylbutazone_High_4day_Repeat	phenylbutazone	Repeat	4 day	High	RBC.x10_4.ul.	Decrease
Liver_phenylbutazone_High_8day_Repeat	phenylbutazone	Repeat	8 day	High	TP.g.dL.	Increase
Liver_phenylbutazone_High_8day_Repeat	phenylbutazone	Repeat	8 day	High	WBC.x10_2.uL.	Increase
Liver_phenylbutazone_High_9hr_Single	phenylbutazone	Single	9 hr	High	CRE.mg.dL.	Increase
Liver_phenylbutazone_Low_24hr_Single	phenylbutazone	Single	24 hr	Low	WBC.x10_2.uL.	Increase
Liver_phenylbutazone_Low_8day_Repeat	phenylbutazone	Repeat	8 day	Low	TP.g.dL.	Increase
Liver_phenylbutazone_Middle_8day_Repeat	phenylbutazone	Repeat	8 day	Middle	TP.g.dL.	Increase
Liver_phenytoin_Control_29day_Repeat	phenytoin	Repeat	29 day	Control	MCH.pg.	Increase
Liver_phenytoin_High_29day_Repeat	phenytoin	Repeat	29 day	High	CRE.mg.dL.	Decrease
Liver_phenytoin_High_4day_Repeat	phenytoin	Repeat	4 day	High	GLC.mg.dL.	Decrease
Liver_phenytoin_Middle_24hr_Single	phenytoin	Single	24 hr	Middle	BUN.mg.dL.	Decrease
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	PT.s.	Increase
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	ALT.IU.L.	Increase
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	TBIL.mg.dL.	Increase
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	Fbg.mg.dL.	Decrease
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	AST.IU.L.	Increase
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	Cl.meq.L.	Increase
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	PL.mg.dL.	Decrease
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	TG.mg.dL.	Decrease
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	DBIL.mg.dL.	Increase
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	APTT.s.	Increase
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	LDH.IU.L.	Increase
Liver_phorone_High_24hr_Single	phorone	Single	24 hr	High	TC.mg.dL.	Decrease
Liver_phorone_High_3hr_Single	phorone	Single	3 hr	High	TG.mg.dL.	Decrease
Liver_phorone_High_3hr_Single	phorone	Single	3 hr	High	CRE.mg.dL.	Increase
Liver_phorone_High_3hr_Single	phorone	Single	3 hr	High	GLC.mg.dL.	Increase
Liver_phorone_High_3hr_Single	phorone	Single	3 hr	High	Na.meq.L.	Decrease
Liver_phorone_High_3hr_Single	phorone	Single	3 hr	High	TBIL.mg.dL.	Increase
Liver_phorone_High_6hr_Single	phorone	Single	6 hr	High	Lym...	Decrease
Liver_phorone_High_6hr_Single	phorone	Single	6 hr	High	ALT.IU.L.	Increase
Liver_phorone_High_6hr_Single	phorone	Single	6 hr	High	AST.IU.L.	Increase
Liver_phorone_High_6hr_Single	phorone	Single	6 hr	High	TBIL.mg.dL.	Increase
Liver_phorone_High_9hr_Single	phorone	Single	9 hr	High	BUN.mg.dL.	Increase
Liver_phorone_High_9hr_Single	phorone	Single	9 hr	High	AST.IU.L.	Increase
Liver_phorone_High_9hr_Single	phorone	Single	9 hr	High	LDH.IU.L.	Increase
Liver_phorone_High_9hr_Single	phorone	Single	9 hr	High	GLC.mg.dL.	Decrease
Liver_phorone_High_9hr_Single	phorone	Single	9 hr	High	Lym...	Decrease
Liver_phorone_High_9hr_Single	phorone	Single	9 hr	High	ALT.IU.L.	Increase
Liver_phorone_High_9hr_Single	phorone	Single	9 hr	High	TBIL.mg.dL.	Increase
Liver_phorone_Low_3hr_Single	phorone	Single	3 hr	Low	CRE.mg.dL.	Increase
Liver_phorone_Middle_3hr_Single	phorone	Single	3 hr	Middle	TBIL.mg.dL.	Increase
Liver_phorone_Middle_6hr_Single	phorone	Single	6 hr	Middle	GTP.IU.L.	Increase
Liver_promethazine_Control_3hr_Single	promethazine	Single	3 hr	Control	Fbg.mg.dL.	Increase
Liver_promethazine_High_15day_Repeat	promethazine	Repeat	15 day	High	RBC.x10_4.ul.	Increase
Liver_promethazine_High_29day_Repeat	promethazine	Repeat	29 day	High	GTP.IU.L.	Increase
Liver_promethazine_High_3hr_Single	promethazine	Single	3 hr	High	ALT.IU.L.	Increase
Liver_propranolol_Control_15day_Repeat	propranolol	Repeat	15 day	Control	TERMINAL_BW.g.	Increase
Liver_propranolol_Control_24hr_Single	propranolol	Single	24 hr	Control	TERMINAL_BW.g.	Increase
Liver_propranolol_Control_24hr_Single	propranolol	Single	24 hr	Control	LIVER.g.	Increase
Liver_propranolol_Control_3hr_Single	propranolol	Single	3 hr	Control	LIVER.g.	Increase
Liver_propranolol_Control_3hr_Single	propranolol	Single	3 hr	Control	TERMINAL_BW.g.	Increase
Liver_propranolol_Control_4day_Repeat	propranolol	Repeat	4 day	Control	TERMINAL_BW.g.	Increase
Liver_propranolol_Control_6hr_Single	propranolol	Single	6 hr	Control	TERMINAL_BW.g.	Increase
Liver_propranolol_Control_6hr_Single	propranolol	Single	6 hr	Control	LIVER.g.	Increase
Liver_propranolol_Control_9hr_Single	propranolol	Single	9 hr	Control	TERMINAL_BW.g.	Increase
Liver_propranolol_High_29day_Repeat	propranolol	Repeat	29 day	High	CRE.mg.dL.	Decrease
Liver_propranolol_High_29day_Repeat	propranolol	Repeat	29 day	High	MCH.pg.	Decrease
Liver_propranolol_High_3hr_Single	propranolol	Single	3 hr	High	TERMINAL_BW.g.	Increase
Liver_propranolol_High_3hr_Single	propranolol	Single	3 hr	High	LIVER.g.	Increase
Liver_propranolol_High_6hr_Single	propranolol	Single	6 hr	High	LIVER.g.	Increase
Liver_propranolol_High_6hr_Single	propranolol	Single	6 hr	High	TG.mg.dL.	Increase
Liver_propranolol_High_6hr_Single	propranolol	Single	6 hr	High	TERMINAL_BW.g.	Increase
Liver_propranolol_High_9hr_Single	propranolol	Single	9 hr	High	TERMINAL_BW.g.	Increase
Liver_propranolol_High_9hr_Single	propranolol	Single	9 hr	High	LIVER.g.	Increase
Liver_propranolol_High_9hr_Single	propranolol	Single	9 hr	High	LDH.IU.L.	Increase
Liver_propranolol_High_9hr_Single	propranolol	Single	9 hr	High	TG.mg.dL.	Increase
Liver_propranolol_Low_15day_Repeat	propranolol	Repeat	15 day	Low	TERMINAL_BW.g.	Increase
Liver_propranolol_Low_24hr_Single	propranolol	Single	24 hr	Low	TERMINAL_BW.g.	Increase
Liver_propranolol_Low_24hr_Single	propranolol	Single	24 hr	Low	LIVER.g.	Increase
Liver_propranolol_Low_29day_Repeat	propranolol	Repeat	29 day	Low	CRE.mg.dL.	Decrease
Liver_propranolol_Low_3hr_Single	propranolol	Single	3 hr	Low	TERMINAL_BW.g.	Increase
Liver_propranolol_Low_3hr_Single	propranolol	Single	3 hr	Low	LDH.IU.L.	Increase
Liver_propranolol_Low_3hr_Single	propranolol	Single	3 hr	Low	LIVER.g.	Increase
Liver_propranolol_Low_6hr_Single	propranolol	Single	6 hr	Low	TERMINAL_BW.g.	Increase
Liver_propranolol_Low_6hr_Single	propranolol	Single	6 hr	Low	LIVER.g.	Increase
Liver_propranolol_Low_8day_Repeat	propranolol	Repeat	8 day	Low	TERMINAL_BW.g.	Increase
Liver_propranolol_Low_9hr_Single	propranolol	Single	9 hr	Low	TERMINAL_BW.g.	Increase
Liver_propranolol_Middle_24hr_Single	propranolol	Single	24 hr	Middle	TERMINAL_BW.g.	Increase
Liver_propranolol_Middle_3hr_Single	propranolol	Single	3 hr	Middle	LIVER.g.	Increase
Liver_propranolol_Middle_3hr_Single	propranolol	Single	3 hr	Middle	TERMINAL_BW.g.	Increase
Liver_propranolol_Middle_6hr_Single	propranolol	Single	6 hr	Middle	LIVER.g.	Increase
Liver_propranolol_Middle_6hr_Single	propranolol	Single	6 hr	Middle	TERMINAL_BW.g.	Increase
Liver_propranolol_Middle_9hr_Single	propranolol	Single	9 hr	Middle	TERMINAL_BW.g.	Increase
Liver_propranolol_Middle_9hr_Single	propranolol	Single	9 hr	Middle	LIVER.g.	Increase
Liver_propylthiouracil_Control_3hr_Single	propylthiouracil	Single	3 hr	Control	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_Control_6hr_Single	propylthiouracil	Single	6 hr	Control	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_Control_8day_Repeat	propylthiouracil	Repeat	8 day	Control	K.meq.L.	Increase
Liver_propylthiouracil_Control_9hr_Single	propylthiouracil	Single	9 hr	Control	K.meq.L.	Increase
Liver_propylthiouracil_High_15day_Repeat	propylthiouracil	Repeat	15 day	High	RALB.g.dL.	Increase
Liver_propylthiouracil_High_15day_Repeat	propylthiouracil	Repeat	15 day	High	Fbg.mg.dL.	Decrease
Liver_propylthiouracil_High_15day_Repeat	propylthiouracil	Repeat	15 day	High	ALP.IU.L.	Decrease
Liver_propylthiouracil_High_15day_Repeat	propylthiouracil	Repeat	15 day	High	TP.g.dL.	Increase
Liver_propylthiouracil_High_15day_Repeat	propylthiouracil	Repeat	15 day	High	CRE.mg.dL.	Increase
Liver_propylthiouracil_High_29day_Repeat	propylthiouracil	Repeat	29 day	High	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_High_29day_Repeat	propylthiouracil	Repeat	29 day	High	RALB.g.dL.	Increase
Liver_propylthiouracil_High_29day_Repeat	propylthiouracil	Repeat	29 day	High	BUN.mg.dL.	Increase
Liver_propylthiouracil_High_29day_Repeat	propylthiouracil	Repeat	29 day	High	LIVER.g.	Decrease
Liver_propylthiouracil_High_29day_Repeat	propylthiouracil	Repeat	29 day	High	Ret...	Decrease
Liver_propylthiouracil_High_29day_Repeat	propylthiouracil	Repeat	29 day	High	Fbg.mg.dL.	Decrease
Liver_propylthiouracil_High_29day_Repeat	propylthiouracil	Repeat	29 day	High	APTT.s.	Decrease
Liver_propylthiouracil_High_3hr_Single	propylthiouracil	Single	3 hr	High	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_High_4day_Repeat	propylthiouracil	Repeat	4 day	High	PL.mg.dL.	Increase
Liver_propylthiouracil_High_4day_Repeat	propylthiouracil	Repeat	4 day	High	TC.mg.dL.	Increase
Liver_propylthiouracil_High_6hr_Single	propylthiouracil	Single	6 hr	High	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_High_8day_Repeat	propylthiouracil	Repeat	8 day	High	TP.g.dL.	Increase
Liver_propylthiouracil_High_8day_Repeat	propylthiouracil	Repeat	8 day	High	RALB.g.dL.	Increase
Liver_propylthiouracil_High_9hr_Single	propylthiouracil	Single	9 hr	High	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_High_9hr_Single	propylthiouracil	Single	9 hr	High	TBIL.mg.dL.	Increase
Liver_propylthiouracil_High_9hr_Single	propylthiouracil	Single	9 hr	High	LIVER.g.	Decrease
Liver_propylthiouracil_Low_15day_Repeat	propylthiouracil	Repeat	15 day	Low	BUN.mg.dL.	Increase
Liver_propylthiouracil_Low_15day_Repeat	propylthiouracil	Repeat	15 day	Low	Ret...	Decrease
Liver_propylthiouracil_Low_15day_Repeat	propylthiouracil	Repeat	15 day	Low	CRE.mg.dL.	Increase
Liver_propylthiouracil_Low_15day_Repeat	propylthiouracil	Repeat	15 day	Low	Fbg.mg.dL.	Decrease
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	Ht...	Increase
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	Hb.g.dL.	Increase
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	RALB.g.dL.	Increase
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	RBC.x10_4.ul.	Increase
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	Ret...	Decrease
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	LIVER.g.	Decrease
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	CRE.mg.dL.	Increase
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	BUN.mg.dL.	Increase
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	Fbg.mg.dL.	Decrease
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	A.G	Increase
Liver_propylthiouracil_Low_29day_Repeat	propylthiouracil	Repeat	29 day	Low	Eos...	Increase
Liver_propylthiouracil_Low_6hr_Single	propylthiouracil	Single	6 hr	Low	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_Low_8day_Repeat	propylthiouracil	Repeat	8 day	Low	TP.g.dL.	Increase
Liver_propylthiouracil_Low_9hr_Single	propylthiouracil	Single	9 hr	Low	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_Middle_15day_Repeat	propylthiouracil	Repeat	15 day	Middle	RALB.g.dL.	Increase
Liver_propylthiouracil_Middle_15day_Repeat	propylthiouracil	Repeat	15 day	Middle	TP.g.dL.	Increase
Liver_propylthiouracil_Middle_29day_Repeat	propylthiouracil	Repeat	29 day	Middle	CRE.mg.dL.	Increase
Liver_propylthiouracil_Middle_29day_Repeat	propylthiouracil	Repeat	29 day	Middle	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_Middle_29day_Repeat	propylthiouracil	Repeat	29 day	Middle	RALB.g.dL.	Increase
Liver_propylthiouracil_Middle_29day_Repeat	propylthiouracil	Repeat	29 day	Middle	BUN.mg.dL.	Increase
Liver_propylthiouracil_Middle_29day_Repeat	propylthiouracil	Repeat	29 day	Middle	Ret...	Decrease
Liver_propylthiouracil_Middle_29day_Repeat	propylthiouracil	Repeat	29 day	Middle	Lym...	Increase
Liver_propylthiouracil_Middle_29day_Repeat	propylthiouracil	Repeat	29 day	Middle	LIVER.g.	Decrease
Liver_propylthiouracil_Middle_29day_Repeat	propylthiouracil	Repeat	29 day	Middle	Fbg.mg.dL.	Decrease
Liver_propylthiouracil_Middle_3hr_Single	propylthiouracil	Single	3 hr	Middle	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_Middle_6hr_Single	propylthiouracil	Single	6 hr	Middle	TERMINAL_BW.g.	Decrease
Liver_propylthiouracil_Middle_8day_Repeat	propylthiouracil	Repeat	8 day	Middle	RALB.g.dL.	Increase
Liver_propylthiouracil_Middle_8day_Repeat	propylthiouracil	Repeat	8 day	Middle	TP.g.dL.	Increase
Liver_propylthiouracil_Middle_9hr_Single	propylthiouracil	Single	9 hr	Middle	TBIL.mg.dL.	Increase
Liver_puromycin_aminonucleoside_High_24hr_Single	puromycin_aminonucleoside	Single	24 hr	High	BUN.mg.dL.	Increase
Liver_puromycin_aminonucleoside_High_24hr_Single	puromycin_aminonucleoside	Single	24 hr	High	Ret...	Decrease
Liver_puromycin_aminonucleoside_High_3hr_Single	puromycin_aminonucleoside	Single	3 hr	High	Neu...	Increase
Liver_puromycin_aminonucleoside_High_3hr_Single	puromycin_aminonucleoside	Single	3 hr	High	Lym...	Decrease
Liver_puromycin_aminonucleoside_High_4day_Repeat	puromycin_aminonucleoside	Repeat	4 day	High	Ca.mg.dL.	Increase
Liver_puromycin_aminonucleoside_High_4day_Repeat	puromycin_aminonucleoside	Repeat	4 day	High	MCV.fL.	Decrease
Liver_puromycin_aminonucleoside_High_4day_Repeat	puromycin_aminonucleoside	Repeat	4 day	High	Ret...	Decrease
Liver_puromycin_aminonucleoside_High_4day_Repeat	puromycin_aminonucleoside	Repeat	4 day	High	IP.mg.dL.	Increase
Liver_puromycin_aminonucleoside_High_4day_Repeat	puromycin_aminonucleoside	Repeat	4 day	High	BUN.mg.dL.	Increase
Liver_puromycin_aminonucleoside_High_6hr_Single	puromycin_aminonucleoside	Single	6 hr	High	Lym...	Decrease
Liver_puromycin_aminonucleoside_High_6hr_Single	puromycin_aminonucleoside	Single	6 hr	High	Neu...	Increase
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	Ca.mg.dL.	Decrease
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	MCHC...	Increase
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	Fbg.mg.dL.	Increase
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	Ret...	Decrease
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	RALB.g.dL.	Decrease
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	MCV.fL.	Decrease
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	LIVER.g.	Decrease
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	PL.mg.dL.	Increase
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	ALP.IU.L.	Decrease
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	TP.g.dL.	Decrease
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	Cl.meq.L.	Decrease
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	CRE.mg.dL.	Increase
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	BUN.mg.dL.	Increase
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	LDH.IU.L.	Increase
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	A.G	Decrease
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	Na.meq.L.	Decrease
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	IP.mg.dL.	Increase
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	TC.mg.dL.	Increase
Liver_puromycin_aminonucleoside_High_8day_Repeat	puromycin_aminonucleoside	Repeat	8 day	High	GLC.mg.dL.	Decrease
Liver_puromycin_aminonucleoside_Low_29day_Repeat	puromycin_aminonucleoside	Repeat	29 day	Low	A.G	Decrease
Liver_puromycin_aminonucleoside_Low_29day_Repeat	puromycin_aminonucleoside	Repeat	29 day	Low	Fbg.mg.dL.	Increase
Liver_puromycin_aminonucleoside_Low_29day_Repeat	puromycin_aminonucleoside	Repeat	29 day	Low	PL.mg.dL.	Increase
Liver_puromycin_aminonucleoside_Low_29day_Repeat	puromycin_aminonucleoside	Repeat	29 day	Low	TC.mg.dL.	Increase
Liver_puromycin_aminonucleoside_Low_29day_Repeat	puromycin_aminonucleoside	Repeat	29 day	Low	TP.g.dL.	Decrease
Liver_puromycin_aminonucleoside_Low_29day_Repeat	puromycin_aminonucleoside	Repeat	29 day	Low	RALB.g.dL.	Decrease
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	BUN.mg.dL.	Increase
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	RALB.g.dL.	Decrease
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	ALP.IU.L.	Decrease
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	MCV.fL.	Decrease
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	PL.mg.dL.	Increase
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	A.G	Decrease
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	TP.g.dL.	Decrease
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	Ca.mg.dL.	Decrease
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	MCHC...	Increase
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	Plat.x10_4.uL.	Increase
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	Fbg.mg.dL.	Increase
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	AST.IU.L.	Decrease
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	Ht...	Decrease
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	TG.mg.dL.	Increase
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	Ret...	Decrease
Liver_puromycin_aminonucleoside_Middle_15day_Repeat	puromycin_aminonucleoside	Repeat	15 day	Middle	TC.mg.dL.	Increase
Liver_puromycin_aminonucleoside_Middle_29day_Repeat	puromycin_aminonucleoside	Repeat	29 day	Middle	Hb.g.dL.	Decrease
Liver_puromycin_aminonucleoside_Middle_29day_Repeat	puromycin_aminonucleoside	Repeat	29 day	Middle	IP.mg.dL.	Increase
Liver_puromycin_aminonucleoside_Middle_29day_Repeat	puromycin_aminonucleoside	Repeat	29 day	Middle	Ret...	Decrease
Liver_puromycin_aminonucleoside_Middle_29day_Repeat	puromycin_aminonucleoside	Repeat	29 day	Middle	Ht...	Decrease
