ID	altID	ClassUpper	ClassLower	Group
R-HSA-5218900	CASP8 activity is inhibited	Programmed Cell Death	Regulated Necrosis	Reactome
R-HSA-5218920	VEGFR2 mediated vascular permeability	Signal Transduction	Signaling by VEGF	Reactome
R-HSA-5218921	VEGFR2 mediated cell proliferation	Signal Transduction	Signaling by VEGF	Reactome
R-HSA-5339700	TCF7L2 mutants don't bind CTBP	Disease	Diseases of signal transduction	Reactome
R-HSA-5339716	misspliced GSK3beta mutants stabilize beta-catenin	Disease	Diseases of signal transduction	Reactome
R-HSA-5357786	TNFR1-induced proapoptotic signaling	Signal Transduction	Death Receptor Signalling	Reactome
R-HSA-5358747	S33 mutants of beta-catenin aren't phosphorylated	Disease	Diseases of signal transduction	Reactome
R-HSA-5358749	S37 mutants of beta-catenin aren't phosphorylated	Disease	Diseases of signal transduction	Reactome
R-HSA-5358751	S45 mutants of beta-catenin aren't phosphorylated	Disease	Diseases of signal transduction	Reactome
R-HSA-5358752	T41 mutants of beta-catenin aren't phosphorylated	Disease	Diseases of signal transduction	Reactome
R-HSA-5362517	Signaling by Retinoic Acid	Signal Transduction	Signal Transduction	Reactome
R-HSA-5423646	Aflatoxin activation and detoxification	Metabolism	Biological oxidations	Reactome
R-HSA-5467337	APC truncation mutants have impaired AXIN binding	Disease	Diseases of signal transduction	Reactome
R-HSA-5467340	AXIN missense mutants destabilize the destruction complex	Disease	Diseases of signal transduction	Reactome
R-HSA-5467348	truncations of AMER1 destabilize the destruction complex	Disease	Diseases of signal transduction	Reactome
R-HSA-5579000	Defective CYP1B1 causes Glaucoma	Disease	Diseases of metabolism	Reactome
R-HSA-5579010	Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)	Disease	Diseases of metabolism	Reactome
R-HSA-5579030	Defective CYP19A1 causes Aromatase excess syndrome (AEXS)	Disease	Diseases of metabolism	Reactome
R-HSA-5602498	MyD88 deficiency (TLR2/4)	Disease	Diseases of Immune System	Reactome
R-HSA-5602636	IKBKB deficiency causes SCID	Disease	Diseases of Immune System	Reactome
R-HSA-5602680	MyD88 deficiency (TLR5)	Disease	Diseases of Immune System	Reactome
R-HSA-5603027	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)	Disease	Diseases of Immune System	Reactome
R-HSA-5603029	IkBA variant leads to EDA-ID	Disease	Diseases of Immune System	Reactome
R-HSA-5603037	IRAK4 deficiency (TLR5)	Disease	Diseases of Immune System	Reactome
R-HSA-5603041	IRAK4 deficiency (TLR2/4)	Disease	Diseases of Immune System	Reactome
R-HSA-5607761	Dectin-1 mediated noncanonical NF-kB signaling	Immune System	Innate Immune System	Reactome
R-HSA-5607764	CLEC7A (Dectin-1) signaling	Immune System	Innate Immune System	Reactome
R-HSA-5610780	Degradation of GLI1 by the proteasome	Signal Transduction	Signaling by Hedgehog	Reactome
R-HSA-5610783	Degradation of GLI2 by the proteasome	Signal Transduction	Signaling by Hedgehog	Reactome
R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	Signal Transduction	Signaling by Hedgehog	Reactome
R-HSA-5610787	Hedgehog 'off' state	Signal Transduction	Signaling by Hedgehog	Reactome
R-HSA-5617833	Assembly of the primary cilium	Organelle biogenesis and maintenance	Organelle biogenesis and maintenance	Reactome
R-HSA-5620912	Anchoring of the basal body to the plasma membrane	Organelle biogenesis and maintenance	Assembly of the primary cilium	Reactome
R-HSA-5621480	Dectin-2 family	Immune System	Innate Immune System	Reactome
R-HSA-5621575	CD209 (DC-SIGN) signaling	Immune System	Innate Immune System	Reactome
R-HSA-5625886	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	Signal Transduction	Signaling by Rho GTPases	Reactome
R-HSA-5627117	RHO GTPases Activate ROCKs	Signal Transduction	Signaling by Rho GTPases	Reactome
R-HSA-5627123	RHO GTPases activate PAKs	Signal Transduction	Signaling by Rho GTPases	Reactome
R-HSA-5628897	TP53 Regulates Metabolic Genes	Gene Expression	Generic Transcription Pathway	Reactome
R-HSA-5632684	Hedgehog 'on' state	Signal Transduction	Signaling by Hedgehog	Reactome
R-HSA-5635838	Activation of SMO	Signal Transduction	Signaling by Hedgehog	Reactome
R-HSA-5635851	GLI proteins bind promoters of Hh responsive genes to promote transcription	Signal Transduction	Signaling by Hedgehog	Reactome
R-HSA-5637810	Constitutive Signaling by EGFRvIII	Disease	Diseases of signal transduction	Reactome
R-HSA-5638303	Inhibition of Signaling by Overexpressed EGFR	Disease	Diseases of signal transduction	Reactome
R-HSA-5654689	PI-3K cascade:FGFR1	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654693	FRS-mediated FGFR1 signaling	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654695	PI-3K cascade:FGFR2	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654699	SHC-mediated cascade:FGFR2	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654700	FRS-mediated FGFR2 signaling	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654706	FRS-mediated FGFR3 signaling	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654710	PI-3K cascade:FGFR3	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654712	FRS-mediated FGFR4 signaling	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654719	SHC-mediated cascade:FGFR4	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654720	PI-3K cascade:FGFR4	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654726	Negative regulation of FGFR1 signaling	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654727	Negative regulation of FGFR2 signaling	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654732	Negative regulation of FGFR3 signaling	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654733	Negative regulation of FGFR4 signaling	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654736	Signaling by FGFR1	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654738	Signaling by FGFR2	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654741	Signaling by FGFR3	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5654743	Signaling by FGFR4	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5655253	Signaling by FGFR2 in disease	Disease	Diseases of signal transduction	Reactome
R-HSA-5655291	Signaling by FGFR4 in disease	Disease	Diseases of signal transduction	Reactome
R-HSA-5655302	Signaling by FGFR1 in disease	Disease	Diseases of signal transduction	Reactome
R-HSA-5655332	Signaling by FGFR3 in disease	Disease	Diseases of signal transduction	Reactome
R-HSA-5660668	CLEC7A/inflammasome pathway	Immune System	Innate Immune System	Reactome
R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	Signal Transduction	Signaling by Rho GTPases	Reactome
R-HSA-5663220	RHO GTPases Activate Formins	Signal Transduction	Signaling by Rho GTPases	Reactome
R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-5673000	RAF activation	Developmental Biology	Signaling by SCF-KIT	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	Signalling by NGF	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	Signaling by FGFR	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	Signaling by SCF-KIT	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	Signaling by Insulin receptor	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	Signaling by EGFR	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Immune System	Innate Immune System	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	Signaling by ERBB2	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Developmental Biology	Axon guidance	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	Signaling by PDGF	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	Signaling by VEGF	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	MAPK family signaling cascades	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	Signaling by Leptin	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-5673001	RAF/MAP kinase cascade	Signal Transduction	Signaling by ERBB4	Reactome
R-HSA-5674135	MAP2K and MAPK activation	Developmental Biology	Signaling by SCF-KIT	Reactome
R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	Disease	Diseases of signal transduction	Reactome
R-HSA-5674404	PTEN Loss of Function in Cancer	Disease	Diseases of signal transduction	Reactome
R-HSA-5674499	Negative feedback regulation of MAPK pathway	Developmental Biology	Signaling by SCF-KIT	Reactome
R-HSA-5675221	Negative regulation of MAPK pathway	Developmental Biology	Signaling by SCF-KIT	Reactome
R-HSA-5676590	NIK-->noncanonical NF-kB signaling	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-5687128	MAPK6/MAPK4 signaling	Signal Transduction	MAPK family signaling cascades	Reactome
R-HSA-629594	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	Neuronal System	Transmission across Chemical Synapses	Reactome
R-HSA-629597	Highly calcium permeable nicotinic acetylcholine receptors	Neuronal System	Transmission across Chemical Synapses	Reactome
R-HSA-68689	CDC6 association with the ORC:origin complex	DNA Replication	M/G1 Transition	Reactome
R-HSA-68877	Mitotic Prometaphase	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-68911	G2 Phase	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-68949	Orc1 removal from chromatin	DNA Replication	Regulation of DNA replication	Reactome
R-HSA-68949	Orc1 removal from chromatin	Cell Cycle	Synthesis of DNA	Reactome
R-HSA-68962	Activation of the pre-replicative complex	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-68962	Activation of the pre-replicative complex	DNA Replication	M/G1 Transition	Reactome
R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6	DNA Replication	Regulation of DNA replication	Reactome
R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6	Cell Cycle	Synthesis of DNA	Reactome
R-HSA-69200	Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-69202	Cyclin E associated events during G1/S transition 	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-69205	G1/S-Specific Transcription	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-69231	Cyclin D associated events in G1	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-69273	Cyclin A/B1 associated events during G2/M transition	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-69298	Association of licensing factors with the pre-replicative complex	DNA Replication	Regulation of DNA replication	Reactome
R-HSA-69416	Dimerization of procaspase-8	Programmed Cell Death	Apoptosis	Reactome
R-HSA-69473	G2/M DNA damage checkpoint	Cell Cycle	Cell Cycle Checkpoints	Reactome
R-HSA-69541	Stabilization of p53	Cell Cycle	Cell Cycle Checkpoints	Reactome
R-HSA-69563	p53-Dependent G1 DNA Damage Response	Cell Cycle	Cell Cycle Checkpoints	Reactome
R-HSA-69601	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	Cell Cycle	Cell Cycle Checkpoints	Reactome
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	Cell Cycle	Cell Cycle, Mitotic	Reactome
R-HSA-69895	Transcriptional  activation of  cell cycle inhibitor p21 	Cell Cycle	Cell Cycle Checkpoints	Reactome
R-HSA-70171	Glycolysis	Metabolism	Metabolism of carbohydrates	Reactome
R-HSA-70263	Gluconeogenesis	Metabolism	Metabolism of carbohydrates	Reactome
R-HSA-73728	RNA Polymerase I Promoter Opening	Gene Expression	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	Reactome
R-HSA-73980	RNA Polymerase III Transcription Termination	Gene Expression	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	Reactome
R-HSA-74713	IRS activation	Signal Transduction	Signaling by Insulin receptor	Reactome
R-HSA-74749	Signal attenuation	Signal Transduction	Signaling by Insulin receptor	Reactome
R-HSA-74751	Insulin receptor signalling cascade	Signal Transduction	Signaling by Insulin receptor	Reactome
R-HSA-74752	Signaling by Insulin receptor	Signal Transduction	Signal Transduction	Reactome
R-HSA-749476	RNA Polymerase III Abortive And Retractive Initiation	Gene Expression	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	Reactome
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	Cell Cycle	Cell Cycle Checkpoints	Reactome
R-HSA-75108	Activation, myristolyation of BID and translocation to mitochondria	Programmed Cell Death	Apoptosis	Reactome
R-HSA-75153	Apoptotic execution  phase	Programmed Cell Death	Apoptosis	Reactome
R-HSA-75157	FasL/ CD95L signaling	Signal Transduction	Death Receptor Signalling	Reactome
R-HSA-75158	TRAIL  signaling	Signal Transduction	Death Receptor Signalling	Reactome
R-HSA-75205	Dissolution of Fibrin Clot	Hemostasis	Hemostasis	Reactome
R-HSA-75892	Platelet Adhesion to exposed collagen	Hemostasis	Hemostasis	Reactome
R-HSA-75893	TNF signaling	Signal Transduction	Death Receptor Signalling	Reactome
R-HSA-76071	RNA Polymerase III Transcription Initiation From Type 3 Promoter	Gene Expression	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	Reactome
R-HSA-77387	Insulin receptor recycling	Signal Transduction	Signaling by Insulin receptor	Reactome
R-HSA-83936	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	Transmembrane transport of small molecules	SLC-mediated transmembrane transport	Reactome
R-HSA-844456	The NLRP3 inflammasome	Immune System	Innate Immune System	Reactome
R-HSA-844615	The AIM2 inflammasome	Immune System	Innate Immune System	Reactome
R-HSA-844623	The IPAF inflammasome	Immune System	Innate Immune System	Reactome
R-HSA-877300	Interferon gamma signaling	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-877312	Regulation of IFNG signaling	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-879415	Advanced glycosylation endproduct receptor signaling	Immune System	Innate Immune System	Reactome
R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	Signal Transduction	Signaling by GPCR	Reactome
R-HSA-909733	Interferon alpha/beta signaling	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-912446	Meiotic recombination	Cell Cycle	Meiosis	Reactome
R-HSA-912526	Interleukin receptor SHC signaling	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-912631	Regulation of signaling by CBL	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-912694	Regulation of IFNA signaling	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-933541	TRAF6 mediated IRF7 activation	Immune System	Innate Immune System	Reactome
R-HSA-933542	TRAF6 mediated NF-kB activation	Immune System	Innate Immune System	Reactome
R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Immune System	Innate Immune System	Reactome
R-HSA-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	Immune System	Innate Immune System	Reactome
R-HSA-937039	IRAK1 recruits IKK complex	Immune System	Innate Immune System	Reactome
R-HSA-937041	IKK complex recruitment mediated by RIP1	Immune System	Innate Immune System	Reactome
R-HSA-975110	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	Immune System	Innate Immune System	Reactome
R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Immune System	Innate Immune System	Reactome
R-HSA-975144	IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation	Immune System	Innate Immune System	Reactome
R-HSA-975155	MyD88 dependent cascade initiated on endosome	Immune System	Innate Immune System	Reactome
R-HSA-975298	Ligand-gated ion channel transport	Transmembrane transport of small molecules	Ion channel transport	Reactome
R-HSA-975634	Retinoid metabolism and transport	Signal Transduction	Visual phototransduction	Reactome
R-HSA-975871	MyD88 cascade initiated on plasma membrane	Immune System	Innate Immune System	Reactome
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	Gene Expression	Nonsense-Mediated Decay (NMD)	Reactome
R-HSA-977225	Amyloids	Disease	Disease	Reactome
R-HSA-982772	Growth hormone receptor signaling	Immune System	Cytokine Signaling in Immune system	Reactome
R-HSA-983231	Factors involved in megakaryocyte development and platelet production	Hemostasis	Hemostasis	Reactome
